SELL,1746911995.075,0.8905390780937672
BUY,1746911272.229,0.8899325389003754
SELL,1746911332.515,0.8898093524980545
BUY,1746911367.885,0.8896898095357418
SELL,1746911420.5489998,0.8897706707096099
BUY,1746911482.2440002,0.8895420556116104
SELL,1746911520.4200003,0.8895857522916794
BUY,1746911589.307,0.8895451068937779
SELL,1746911632.3629997,0.8892184395945072
BUY,1746911677.4340003,0.8894555610311031
SELL,1746911736.5319998,0.8894056879866123
BUY,1746911786.633,0.8896129221451282
SELL,1746911837.464,0.8896772108066082
BUY,1746911901.641,0.8896847234797478
SELL,1746911949.5640001,0.8896806776535511
BUY,1746912034.6999998,0.8894544707226753
SELL,1746912092.3079998,0.8897573348581791
BUY,1746912133.367,0.8897219890093804
SELL,1746912172.467,0.889854254579544
BUY,1746912205.537,0.8900558606028557
SELL,1746912239.564,0.8898944598126411
BUY,1746912307.1649997,0.8902852286374568
SELL,1746912355.4420002,0.8905993666148185
BUY,1746912387.7600002,0.8904007152307033
SELL,1746912439.5960002,0.8905847541975975
BUY,1746912481.4570003,0.8906654282355309
SELL,1746912533.4209998,0.8910617795097828
BUY,1746912597.5360003,0.8909860052704811
SELL,1746912699.6490002,0.8908246132659912
BUY,1746912762.8470001,0.8906815351045132
SELL,1746912819.539,0.8910700679624081
BUY,1746912860.0719998,0.8910162457346916
SELL,1746912918.4509997,0.8906731930589675
BUY,1746912966.202,0.890580313013792
SELL,1746913009.2920003,0.8907960148537158
BUY,1746913053.6499999,0.8904743273031711
SELL,1746913105.511,0.8904228245067596
BUY,1746913143.1260002,0.8906177771008015
SELL,1746913218.5530002,0.8901646805882454
BUY,1746913455.6899998,0.8897396676445007
SELL,1746913498.765,0.8896641042625903
BUY,1746913555.9,0.8898971772372722
SELL,1746913634.0570002,0.8895828635454177
BUY,1746913684.5889997,0.8896625421607495
SELL,1746913727.642,0.8894363897013664
BUY,1746913779.7050002,0.8893794046127796
SELL,1746913837.3930001,0.8894903463506698
BUY,1746913871.424,0.8893467586171627
SELL,1746913917.49,0.8894296053647994
BUY,1746914008.1570003,0.8893764947807788
SELL,1746914057.726,0.889282623705864
BUY,1746914107.3619998,0.8891105860388279
BUY,1746914474.818,0.8889655152750014
SELL,1746914553.0229998,0.8890319063603878
BUY,1746914596.0709999,0.8890737387096882
SELL,1746914712.2589998,0.8891772925317287
BUY,1746914766.504,0.8892664122867584
SELL,1746914827.041,0.8890926201105117
BUY,1746914886.2659998,0.888909473773241
SELL,1746914953.815,0.8890448327970505
BUY,1746915041.535,0.8892463386631012
SELL,1746915121.463,0.889202560275793
BUY,1746915152.7619998,0.8893500884068012
SELL,1746915218.019,0.8892938193547726
BUY,1746915250.1120002,0.8893538170683384
SELL,1746915296.41,0.8893354891681671
BUY,1746915401.006,0.8893589980101585
SELL,1746915455.094,0.889559874818325
BUY,1746915539.791,0.8896154014766217
SELL,1746915587.889,0.8896976279520988
BUY,1746915638.0709999,0.8897904280471801
SELL,1746918053.6550002,0.8836403412985802
BUY,1746918091.878,0.88383938642025
SELL,1746918131.5219998,0.8836618743407726
BUY,1746918250.1449997,0.8854962433594465
SELL,1746918299.6720002,0.8853035903590918
BUY,1746918340.556,0.8857132153826952
SELL,1746918383.4359999,0.8860292896348239
BUY,1746918457.805,0.8851519735473394
SELL,1746918523.5699997,0.8846940827536584
BUY,1746918576.112,0.8844917454588413
SELL,1746918608.1369998,0.8840719824898243
BUY,1746918717.238,0.885672242628336
SELL,1746918821.5240002,0.8834682448375225
BUY,1746918861.128,0.8837269796597957
SELL,1746918900.641,0.8837605049777031
BUY,1746918955.329,0.8835041742491722
SELL,1746919016.45,0.8840121672022343
BUY,1746919050.5379999,0.8839518995451927
SELL,1746919093.175,0.8834633200335502
BUY,1746919145.493,0.882663389878273
SELL,1746919238.487,0.8811621755826473
BUY,1746919291.491,0.8814700572061539
BUY,1746919321.5879998,0.8805375853645802
BUY,1746920220.0859993,0.8849052803385258
SELL,1746920254.1790001,0.8849541368800402
BUY,1746920290.112,0.8857853670287132
SELL,1746920331.5679996,0.8857115737813711
BUY,1746920378.2510002,0.8864542503672839
SELL,1746920491.1709993,0.8860271469670534
BUY,1746920521.6420002,0.885954933809042
BUY,1746920664.0990002,0.8848851351606846
SELL,1746920718.9519997,0.8848038560318947
